LON LAT Z
-120.4655854453426 46.52723213129655 5.70322077179048
-120.4664130243628 46.52626047922261 4.97992959820283
-120.46749883928993 46.526464538655574 4.681879214747567
-120.46532627294376 46.52551639028898 3.446113387489641
-120.46604183573673 46.527512247882804 4.190160260320479
-120.46559191895065 46.525972278743566 4.477682977362887
-120.4660204424649 46.52769177307919 1.6928439212980686
-120.46632422917287 46.52760850689155 1.6450847577059151
-120.46600969717319 46.52652153863956 5.874416824073333
-120.46758808621995 46.5253865191197 3.764069158670127
-120.46602928516452 46.52778196879511 4.33524365079699
-120.46632004612069 46.527698413882156 3.5018614302481623
-120.46677356768468 46.52635846917679 5.333821153773342
-120.46643907617403 46.526261056611915 4.067678959811869
-120.46572968111674 46.52777532722153 6.4271598017727705
-120.46475173219363 46.524693651999556 2.9096154088857284
-120.46574783973362 46.52822572828773 3.034461385234764
-120.46540584587873 46.526328152175594 6.353385154833471
-120.46533889338758 46.527766663121284 3.1615262697354303
-120.46612968469526 46.52562420106575 3.6054010294185694
-120.46534955776832 46.526416903862476 2.6390624802803453
-120.46625025497677 46.52751686760225 4.679364722115882
-120.4653672407261 46.52659729538058 5.979491033078537
-120.46549520845761 46.52777012892144 5.334104590945996
-120.46602319893243 46.526791837081106 6.406023486897734
-120.46654698738288 46.525903449306085 5.409539369896553
-120.46604639467272 46.52517235618367 4.9967738644633934
-120.4653519196423 46.527766951946106 2.533514526286563
-120.46554913091677 46.526331329008535 2.8632815293617773
-120.46604649495251 46.52769235057144 9.0
-120.4671289680793 46.52600634544293 4.188803810994207
-120.46573843765155 46.52534552891493 2.1949569217566163
-120.46623018477574 46.52598642759 4.443978248431892
-120.4680842288226 46.52845749909428 4.883358504377237
-120.46849842108043 46.52459668455125 4.3873920414628085
-120.46513230178253 46.526322086814766 3.941342913755169
-120.46575991763297 46.527685997830666 3.0358502273807675
-120.46551565719973 46.52705058461545 4.325039912581455
-120.46633068609628 46.52634865403176 5.19497743019768
-120.46594684855603 46.525350149023275 5.185907440672761
-120.46578597011255 46.52768657538219 3.7506261384814072
-120.46589940466859 46.52552909677473 5.493760701199375
-120.46719087924363 46.5266377152116 4.400288432818553
-120.46663768911617 46.525635460229104 4.8676074957826225
-120.46592041623964 46.52759955608826 3.9637101557800145
-120.46621631266103 46.52796611379381 6.339537224398103
-120.46559981303679 46.525522455105964 6.041766229013028
-120.46588267075042 46.52588872473997 3.7097221053650076
-120.46624273356721 46.525716706550774 2.3699550812554953
-120.46694948828785 46.527622363390016 4.460409506240876
-120.46523232438759 46.52641430444068 2.090558912863315
-120.46601245294904 46.5256216024772 5.3335782076253535
-120.4664120686426 46.52572045969399 4.491190783191071
-120.46632470624746 46.5278785165728 8.660158829988179
-120.46565333823237 46.52633363931988 3.244407348121847
-120.46551376398472 46.52597054598724 4.437730483326111
-120.46564126013838 46.526873369866244 5.005803362963649
-120.46624188863505 46.527696681574355 4.98086089177012
-120.46593059055306 46.52597978673782 3.6257518184151074
-120.46817842295623 46.52530959558254 4.338738026225563
-120.46654603019194 46.52536342972165 4.557535327104376
-120.46557612992017 46.526871925913134 5.9602577963627486
-120.46568823207045 46.52642441262894 3.556876585460251
-120.46683355550276 46.52590979988973 4.76338359829538
-120.46716241928362 46.5252870888067 4.705319468926031
-120.4663683309137 46.52553949085644 4.005326830930515
-120.46546537168135 46.52560947414351 6.052496350549204
-120.46724812830803 46.52708898218181 5.329974506430184
-120.46630977160798 46.52679818906931 4.360117287248587
-120.4662553915954 46.52796697996693 5.1594668015666345
-120.46566265422295 46.52669384473608 6.502513598673998
