LON LAT Z
-120.46611078949354 46.52771177567116 3.256687087797501
-120.46561211303192 46.52609872607088 2.107452104027618
-120.46679757675592 46.524721006153065 5.772128519968473
-120.46565344937419 46.52689164004367 3.0939774205101167
-120.46613935200882 46.527658408956626 4.046890835801425
-120.46603837414271 46.52702617271998 4.663866829117681
-120.46618643702088 46.52776745225688 2.262920689462938
-120.46612573386605 46.526830109774096 3.522865657604269
-120.46609131515119 46.52700934628088 3.27088896036292
-120.46627714400655 46.52749946364255 5.540343397600348
-120.46584490507489 46.5261398867818 4.528416687542915
-120.46555917278188 46.52611555230513 2.3482382265066297
-120.46624272527283 46.52767870017745 4.499902346759116
-120.46596094010391 46.52644845806744 3.687676580978078
-120.46590035537977 46.52606911622249 6.969799944639017
-120.46599117541518 46.52635912857434 4.56905266142433
-120.46571559501281 46.52667701846602 2.6492277799945385
-120.46575168823331 46.52646181929567 6.053134839723231
-120.46552737314653 46.526798845165466 3.9864515990700875
-120.46576602547486 46.5267141363511 2.9989785376081715
-120.46571631990781 46.52610103631604 5.198407153802073
-120.46621165289764 46.527786011108226 1.4474877304605698
-120.46626794112947 46.52769725901621 2.958898377909491
-120.46618811033638 46.527731489465005 2.8595314962903187
-120.4658783733826 46.5254206308767 4.931280265150893
-120.46575168823331 46.52646181929567 3.749626213675021
-120.46566767500872 46.526585956383 2.682433138268984
-120.46594420605494 46.52680808599176 3.338556714992035
-120.4659558055378 46.525998345632644 3.6118987697507725
-120.4653296204439 46.52544446472439 8.402128816133144
-120.46595603407079 46.52711434721331 3.1876487362430415
-120.46609896061739 46.527405514474665 4.02393998905708
-120.46605952119661 46.52769263931533 3.6445133476533282
-120.46611162617502 46.527693794276125 3.0535500962054654
-120.46550863299596 46.52552043357291 3.07627801404316
-120.46535650870766 46.52542706096103 5.100612910189492
-120.46579363833348 46.52612075033331 5.1207832117335155
-120.46621081624647 46.527803992504374 1.7376598295360066
-120.46604925098984 46.52679241456421 3.722393080348943
-120.46568011518484 46.5257582347094 3.3484066162942607
-120.46621248954803 46.52776802971204 2.1628429294956852
-120.46584646506305 46.5255459231564 4.724208274538439
-120.46540861149151 46.52542821619919 2.1002197234939417
-120.46621165289764 46.527786011108226 1.4460837859993265
-120.46593165530793 46.527077806917035 4.222341363134135
-120.4657189421347 46.52660509289441 3.685873393353151
-120.4660095822221 46.52596353781054 6.067714239956422
-120.46631502643166 46.527806302268615 4.787654767541523
-120.46558951915807 46.52658422366103 2.810944659401745
-120.4656296856411 46.52572111679964 2.9476059192639523
-120.46562622717141 46.525235041562055 2.69802062180759
-120.46620914294175 46.52783995529643 2.749317232433572
-120.46553657842313 46.526601049873946 3.3260587895800082
-120.46581539330457 46.52565323402445 5.6159632305994
-120.46597265374753 46.52619671850415 4.065628638663502
-120.4657551474425 46.52694789445886 4.6134100546177175
-120.46581394574902 46.52680519839656 4.806061199721879
-120.46591050974394 46.52641134026907 3.463994576338205
-120.46575252499679 46.52644383790168 2.930809779884199
-120.46540861149151 46.52542821619919 3.6447517168756516
-120.46649823084329 46.527792362727695 5.170008208262195
-120.46613493698084 46.5266323143921 3.4968955369723185
-120.46620997959451 46.52782197390043 2.1323919651379706
-120.46588613130704 46.526374799965936 4.499891881593937
-120.46577082088434 46.52549024639457 4.5629164447148645
-120.46616373115663 46.5276949492132 3.102718582191361
-120.46563565437384 46.526153247821284 2.3240428151092916
-120.46621081624647 46.527803992504374 2.4662296101878347
-120.46563732795853 46.52611728503454 3.3833002770238423
-120.46629984995215 46.52757196666735 4.6185341573075
-120.46614939200187 46.527442632204966 3.8370258594428055
-120.46553886846519 46.52543110419085 4.595854194671607
-120.46621750943335 46.5276601413334 3.30448181023543
-120.46623770543415 46.527786588557824 2.102177579675036
-120.46564067511832 46.52604535946021 3.802153754545035
-120.46563074454059 46.52681913690548 4.61603450571927
-120.46538256009919 46.52542763858307 3.7788735495486154
-120.46612250296131 46.5274600361345 3.9370942313854576
-120.46575419852134 46.52640787511352 4.137750139281887
-120.46570962576209 46.52624488747059 2.6918361611497614
-120.4656036341043 46.5257205392311 6.2049436747731175
-120.4657449940967 46.52660567044505 5.209971580903326
-120.46569517686005 46.52543456958524 5.671020185226918
-120.46622933897228 46.52796640251967 6.3287843299336295
-120.4657457186481 46.52602968828217 4.619595454190873
-120.46576362725716 46.52732608123866 3.5210538803843843
-120.46611748292293 46.527567924509 3.691784253150294
-120.46546740889082 46.52528552026621 3.057996148527892
-120.4656128387577 46.52552274389046 4.546836818372544
-120.46566243134444 46.52557784320048 2.9433131887590323
-120.46583068065597 46.5264455705083 4.697427839382683
-120.46538339695424 46.52540965719097 3.992267211936534
-120.46577188282079 46.52658826659598 5.425815273680651
-120.46576831069316 46.52554419058608 4.995782365730911
-120.46615441195513 46.52733474382544 3.88974183434628
-120.46611413621464 46.527639850090615 3.6226567469093913
-120.46680166040392 46.52799708639394 4.058766711589821
-120.4653573455713 46.525409079569286 3.818363545655246
-120.46571308466301 46.526730962643995 4.163803684047128
-120.46545820378576 46.52548331559281 3.2692289818285087
-120.46598554734487 46.52760099986254 3.1726995296814513
