LON LAT Z
-120.46618727367903 46.527749470860975 2.5002544981809445
-120.46627212426743 46.52760735202922 4.508315410684655
-120.46604757763757 46.52682837735815 3.526814956374632
-120.4657324424523 46.52687539133835 2.986655235443183
-120.46626375797146 46.52778716600149 3.8718172816762415
-120.46574834117143 46.5265337448709 3.837029010020121
-120.46571141109247 46.52676692542899 3.1909675678952505
-120.46618727367903 46.527749470860975 3.121333487119305
-120.46602666046363 46.52727791225942 3.712904064950825
-120.46577355634099 46.526552303808174 3.4031090573031095
-120.46571213607275 46.52619094328816 4.278979173564142
-120.46614520868545 46.52753253918602 4.732224866596312
-120.46583581407471 46.52689568289705 4.290723931537282
-120.46611999294572 46.52751398032206 3.4589416006218494
-120.46607446638087 46.526810973438764 2.7014911614986863
-120.46574248378224 46.52665961462494 3.2311320988939847
-120.46578538340084 46.52685856503954 3.089737726341645
-120.46616624114476 46.52764100502553 2.705282765417114
-120.46567950147185 46.52689221761194 3.561934209253695
-120.46602475729209 46.52619787347622 3.5471547646182566
-120.46634179777328 46.52723089751234 4.740901018532966
-120.46581740540756 46.527291273542936 5.1807145899595115
-120.46592245131221 46.52727560225247 3.045081642618995
-120.46569194173321 46.526064495975035 3.2479449782674483
-120.46621248954803 46.52776802971204 1.747506579887053
-120.46611462550104 46.52594786628794 3.6122780431039327
-120.46610900068178 46.527189737720164 3.2425124849803604
-120.46572145246768 46.52655114871499 2.800938753367304
-120.46618894699292 46.52771350806895 3.9401677540381588
-120.4656927785048 46.52604651458064 3.2409404209945087
-120.46606454137162 46.527584750948044 2.992797841960412
-120.4655111434421 46.525466489391995 2.9900097634224547
-120.46623770543415 46.527786588557824 1.4060121671264816
-120.46559716104123 46.526980391841015 3.586673858609421
-120.46579793477582 46.5265888441344 3.5270517969997774
-120.46562237635837 46.526998950813415 4.522904813949057
-120.46587430367116 46.52606853871231 3.1125540182240314
-120.46589461210944 46.52675298678672 3.168677340588286
-120.4658054655143 46.52642701158393 3.7596955593484385
-120.46583319086434 46.52639162632272 2.985839110175564
-120.4656105502188 46.526692689589694 5.23638373631677
-120.46591469328389 46.52632143328666 3.0992367543313684
-120.46618643702088 46.52776745225688 1.4603971410151688
-120.4659121831623 46.52637537747632 3.283404178083556
-120.46621081624647 46.527803992504374 1.3
-120.46594743866784 46.5261781596117 3.0939553624860254
-120.46580964922984 46.52633710460905 3.3082935408220226
-120.46578705692791 46.52682260225307 3.224654661339276
-120.46621165289764 46.527786011108226 1.7187680060419706
-120.46623770543415 46.527786588557824 2.2354465010616416
-120.46570878899028 46.52626286886462 3.282652110421298
-120.46602236224811 46.526809818477744 3.1989283916661555
-120.46616373115663 46.5276949492132 3.3662493625629715
-120.46571726857537 46.526641055680344 2.9010464355500756
-120.46619145695772 46.527659563880405 3.5419429460873264
-120.46566505325004 46.52608189981141 2.8756192833526537
-120.46623770543415 46.527786588557824 2.2200736480249597
-120.4658071390029 46.52639104879419 2.8081689887399937
-120.46581729275606 46.52673327282109 3.9531754262579373
-120.46570460511917 46.52635277583365 2.8157985149236495
-120.46603563388324 46.525964115288936 3.63371483626599
-120.46555917278188 46.52611555230513 2.4201689236915893
-120.46589951867604 46.526087097619715 2.806600456395548
-120.46584083455299 46.526787794533334 3.7831243882462804
-120.46575001470396 46.52649778208343 3.549601041227807
-120.46618643702088 46.52776745225688 1.480408625418684
-120.46566505325004 46.52608189981141 2.164787955878806
-120.46586509979146 46.526266334074 3.5007018541270005
-120.46578276064484 46.52635450847042 3.89030640692752
-120.46566600141666 46.52662191916764 3.128216471416053
-120.46576853577076 46.52666019217074 3.54604580943741
-120.46621248954803 46.52776802971204 9.000000000000002
-120.46578108714226 46.52639047125974 3.465822107236895
-120.46581729275606 46.52673327282109 3.950986396312306
-120.4657298201922 46.52637133477913 3.7046203292263327
-120.46628897388416 46.52780572483645 4.092895227582267
-120.46613935200882 46.527658408956626 3.4795894959836238
-120.46566934859756 46.52654999359808 2.8833170626618996
-120.46551198025588 46.52544850799822 2.7118689323142644
-120.46580295527532 46.52648095576801 3.2747168109522384
-120.46592891716993 46.52601574953359 3.2982702392143715
-120.46509264703064 46.525493209966484 4.720002781874116
-120.46616122116127 46.52774889340025 2.331208993327926
-120.46577009684466 46.52606622861229 3.1498325410987977
-120.46622420256897 46.527516290158076 4.1462287245766
-120.46568692108688 46.52617238434003 2.775761459401079
-120.46617879097735 46.52737128407796 5.962362901369097
-120.4662149994943 46.52771408552304 2.628417746624442
-120.46605080906559 46.52619845095336 3.176451400895835
-120.46609382515098 46.526955402089754 3.7672553238142683
-120.46558784551455 46.5266201864435 2.4920968258653597
-120.4660978927586 46.5263074942866 4.117213582706948
-120.46578945462309 46.52621065731049 2.68015279093731
-120.46589544883425 46.52673500539167 3.061426081999975
-120.46563241816742 46.526783174123075 2.7278608806488998
-120.46565824749686 46.5256677501771 2.9344609024701667
-120.46570806394176 46.52683885099813 3.6751368042516317
-120.46569194173321 46.526064495975035 2.897669465437102
-120.46584908868344 46.52604997979963 3.788173507863081
-120.46589544883425 46.52673500539167 3.0556773896223364
-120.46602475729209 46.52619787347622 3.551651736589883
-120.4665300194075 46.527109069473354 5.875874669885026
-120.46613851533752 46.52767639035216 5.591940290469504
-120.46584513121365 46.5272558882923 2.96500271056271
-120.46567771649367 46.52637017966944 3.3230241928083366
-120.46572228924373 46.5265331673217 3.1645636510999604
